doi,title,firstauthor,authors,publisher,journal,published_year,published_date,abstract,url,affiliationtw,correspondingtw,or1,or2,or3,or5,nor1,nor2,nor3,legend,mic1,mic2,mic3,odb
10.3389/fmars.2020.00511,Short-Term Variability of Biological Production and CO2 System Around Dongsha Atoll of the Northern South China Sea: Impact of Topography-Flow Interaction,Jen-Hua Tai,"Jen-Hua Tai, Wen-Chen Chou, Chin-Chang Hung, Kuan-Chieh Wu, Ying-Hsuan Chen, Tzong-Yueh Chen, Gwo-Ching Gong, Fuh-Kwo Shiah, Chun Hoe Chow",Frontiers Media SA,Front. Mar. Sci.,2020,2020-6-26,,https://doi.org/10.3389/fmars.2020.00511,國立臺灣海洋大學,周文臣,False,False,True,False,False,False,False,False,False,True,False,False
10.1016/j.ecss.2018.06.006,Short-term variability of carbon chemistry in two contrasting seagrass meadows at Dongsha Island: Implications for pH buffering and CO2 sequestration,Wen-Chen Chou,"Wen-Chen Chou, Hui-Chuan Chu, Ying-Hsuan Chen, Rong-Wei Syu, Chin-Chang Hung, Keryea Soong",Elsevier BV,"Estuarine, Coastal and Shelf Science",2018,2018-10,,https://doi.org/10.1016/j.ecss.2018.06.006,國立臺灣海洋大學,周文臣,False,False,True,False,False,False,False,False,False,True,False,False
10.1002/lol2.10263,Nickel superoxide dismutase protects nitrogen fixation in Trichodesmium,Chih‐Chang Chen,"Chih‐Chang Chen, Irene B. Rodriguez, Yuh‐ling Lee Chen, Jonathan P. Zehr, Yun‐Ru Chen, Shang‐Te Danny Hsu, Shun‐Chung Yang, Tung‐Yuan Ho",Wiley,Limnol Oceanogr Letters,2022,2022-8,"Trichodesmium, a major diazotroph in tropical and subtropical oceans, provides a significant amount of bioavailable nitrogen in oligotrophic oceans. Remarkably, the cyanobacteria carry out nitrogen fixation and photosynthesis simultaneously under high light (HL) conditions. Here, we hypothesize that nickel superoxide dismutase (NiSOD) protects the nitrogen fixation process from oxidative stress generated in photosynthesis under high solar radiation conditions. We found that the variations in nitrogen fixation rates closely corresponded to Ni availability under HL conditions. The expression of NiSOD and two representative photosynthetic proteins also corresponded to variations in both nitrogen fixation rates and Ni availability under HL conditions. Trichodesmium collected in the field had a high Ni quota and elevated SOD activity. The evidence supports the conclusion that NiSOD protects nitrogen fixation in Trichodesmium from oxidative stress. The ability to utilize NiSOD may be a major advantage for Trichodesmium under high solar radiation conditions.",https://doi.org/10.1002/lol2.10263,中央研究院 環境變遷研究中心,何東垣,True,False,True,True,False,False,False,False,False,False,False,False
10.1029/2019gb006379,Zn Isotope Composition in the Water Column of the Northwestern Pacific Ocean: The Importance of External Sources,Wen‐Hsuan Liao,"Wen‐Hsuan Liao, Shotaro Takano, Shun‐Chung Yang, Kuo‐Fang Huang, Yoshiki Sohrin, Tung‐Yuan Ho",American Geophysical Union (AGU),Global Biogeochemical Cycles,2020,2020-1,"We determined Zn isotope composition (δ66Zn) in the water column of the Northwestern Pacific Ocean (NWPO) and its marginal seas to investigate the processes driving vertical and spatial variations. Comparable to previous studies, dissolved δ66Zn was relatively low in the top 200 m, ranging from −0.91 to +0.24‰ and increased with depth toward an averaged value, +0.38±0.10‰, in deep water. We found that δ66Zn observed in the deep water of the NWPO was much lower than the Northeastern Pacific Ocean. Box model approaches suggest that spatial variations in the deep water may be attributed to isotopically light Zn originating from sedimentary input or anthropogenic aerosols. In the surface water, the fractionation factors derived from both closed or open system fractionation models are all less than one in the NWPO. However, both closed and open system models show a relatively poor fit to the measured data. We thus propose that external input is a major factor causing the variations of [Zn] and δ66Zn values in surface water, in addition to the effects of scavenging, physical mixing, and biological uptake. As elevated [Zn] and relatively light δ66Zn in the surface water were observed in high aerosol input regions, aerosol deposition may play a dominant role in regulating Zn elemental and isotopic composition in the surface ocean.",https://doi.org/10.1029/2019gb006379,中央研究院 環境變遷研究中心,何東垣,True,False,True,True,False,False,False,False,False,False,False,False
10.3389/feart.2022.871902,Age-Heterogeneity in Marine Sediments Revealed by Three-Dimensional High-Resolution Radiocarbon Measurements,Alexandra M. Zuhr,"Alexandra M. Zuhr, Andrew M. Dolman, Sze Ling Ho, Jeroen Groeneveld, Ludvig Löwemark, Hendrik Grotheer, Chih-Chieh Su, Thomas Laepple",Frontiers Media SA,Front. Earth Sci.,2022,2022-5-26,"Marine sedimentary archives are routinely used to reconstruct past environmental changes. In many cases, bioturbation and sedimentary mixing affect the proxy time-series and the age-depth relationship. While idealized models of bioturbation exist, they usually assume homogeneous mixing, thus that a single sample is representative for the sediment layer it is sampled from. However, it is largely unknown to which extent this assumption holds for sediments used for paleoclimate reconstructions. To shed light on 1) the age-depth relationship and its full uncertainty, 2) the magnitude of mixing processes affecting the downcore proxy variations, and 3) the representativity of the discrete sample for the sediment layer, we designed and performed a case study on South China Sea sediment material which was collected using a box corer and which covers the last glacial cycle. Using the radiocarbon content of foraminiferal tests as a tracer of time, we characterize the spatial age-heterogeneity of sediments in a three-dimensional setup. In total, 118 radiocarbon measurements were performed on defined small- and large-volume bulk samples ( ∼ 200 specimens each) to investigate the horizontal heterogeneity of the sediment. Additionally, replicated measurements on small numbers of specimens (10 × 5 specimens) were performed to assess the heterogeneity within a sample volume. Visual assessment of X-ray images and a quantitative assessment of the mixing strength show typical mixing from bioturbation corresponding to around 10 cm mixing depth. Notably, our 3D radiocarbon distribution reveals that the horizontal heterogeneity (up to 1,250 years), contributing to the age uncertainty, is several times larger than the typically assumed radiocarbon based age-model error (single errors up to 250 years). Furthermore, the assumption of a perfectly bioturbated layer with no mixing underneath is not met. Our analysis further demonstrates that the age-heterogeneity might be a function of sample size; smaller samples might contain single features from the incomplete mixing and are thus less representative than larger samples. We provide suggestions for future studies, optimal sampling strategies for quantitative paleoclimate reconstructions and realistic uncertainty in age models, as well as discuss possible implications for the interpretation of paleoclimate records.",https://doi.org/10.3389/feart.2022.871902,Alfred Wegener Institute (Potsdam),Alexandra Zuhr,True,False,False,False,False,False,False,False,False,False,False,False
10.3390/w14091326,Surface Seawater pCO2 Variation after a Typhoon Passage in the Kuroshio off Eastern Taiwan,Lan-Feng Fan,"Lan-Feng Fan, Chun Hoe Chow, Gwo-Ching Gong, Wen-Chen Chou",MDPI AG,Water,2022,2022-4-19,"In this study, two cruises were conducted across the mainstream of the Kuroshio off eastern Taiwan before and after the passage of Typhoon Saola in summer 2012. The continuous underway pCO2 (i.e., partial pressure of CO2) measurements revealed that surface seawater pCO2 (SS pCO2) displayed spatial variations in response to typhoon passage. The simulated results showed that the mixed-layer deepening after typhoon passage had a minor effect on SS pCO2 variation because pCO2 decrease driven by temperature dropdown and enhanced biological production fueled by nutrients input was largely compensated by pCO2 increase caused by salinity increase and dissolved inorganic carbon input from the subsurface layer. By contrast, the advection pattern showed significant change before and after the typhoon, which could play a major role in controlling the variation of SS pCO2. In the exit area of the cyclonic eddy, SS pCO2 decreased, while in the area of its arrival, SS pCO2 increased. Besides, the discharge of freshwater and the intrusion of the South China Sea subsurface could result in SS pCO2 increase in the nearshore area. The present study highlights that more advection changes need to be considered to better understand the impact of the typhoon on SS pCO2, especially in the strong current area, such as the Kuroshio.",https://doi.org/10.3390/w14091326,國立臺灣海洋大學,周文臣,True,False,False,False,False,True,False,False,False,False,False,False
10.3389/fmars.2021.717685,A Unique Diel Pattern in Carbonate Chemistry in the Seagrass Meadows of Dongsha Island: The Enhancement of Metabolic Carbonate Dissolution in a Semienclosed Lagoon,Wen-Chen Chou,"Wen-Chen Chou, Lan-Feng Fan, Chang-Chang Yang, Ying-Hsuan Chen, Chin-Chang Hung, Wei-Jen Huang, Yung-Yen Shih, Keryea Soong, Hsiao-Chun Tseng, Gwo-Ching Gong, Hung-Yu Chen, Cheng-Kuan Su",Frontiers Media SA,Front. Mar. Sci.,2021,2021-11-11,"In contrast to other seagrass meadows where seawater carbonate chemistry generally shows strong diel variations with higher pH but lower partial pressure of CO2 (pCO2) during the daytime and lower pH but higher pCO2 during nighttime due to the alternation in photosynthesis and respiration, the seagrass meadows of the inner lagoon (IL) on Dongsha Island had a unique diel pattern with extremely high pH and low pCO2 across a diel cycle. We suggest that this distinct diel pattern in pH and pCO2 could be associated with the enhancement of total alkalinity (TA) production coupled to carbonate sediment dissolution in a semienclosed lagoon. The confinement of the IL may hamper water exchange and seagrass detritus export to the adjacent open ocean, which may result in higher organic matter loading to the sediments, and longer residence time of the water in the IL, accompanied by microbial respiration (both aerobic and anaerobic) that may reduce carbonate saturation level to drive carbonate dissolution and thus TA elevation, thereby forming such a unique diel pattern in carbonate chemistry. This finding further highlights the importance of considering TA production through metabolic carbonate dissolution when evaluating the potential of coastal blue carbon ecosystems to buffer ocean acidification and to absorb atmospheric CO2, in particular in a semienclosed setting.",https://doi.org/10.3389/fmars.2021.717685,國立臺灣海洋大學,周文臣,False,False,True,False,False,False,False,False,False,True,False,False
10.3319/tao.2021.05.15.02,Carbonate chemistry of the Dongsha Atoll Lagoon in the northern South China Sea,Lan-Feng Fan,"Lan-Feng Fan, Song-Quan Qiu, Wen-Chen Chou",Springer Science and Business Media LLC,Terr. Atmos. Ocean. Sci.,2021,2021,,https://doi.org/10.3319/tao.2021.05.15.02,國立臺灣海洋大學,周文臣,False,False,True,False,False,False,False,False,False,True,False,False
10.1016/j.csr.2018.10.012,Interaction of coastal countercurrent in I-Lan Bay with the Kuroshio northeast of Taiwan,Po-Chun Hsu,"Po-Chun Hsu, Quanan Zheng, Ching-Yuan Lu, Kai-Ho Cheng, Hung-Jen Lee, Chung-Ru Ho",Elsevier BV,Continental Shelf Research,2018,2018-12,,https://doi.org/10.1016/j.csr.2018.10.012,,,True,False,True,False,False,False,False,False,False,False,False,True
10.3389/fmars.2022.843549,Seasonal Distributions of Methane in a Populous Urban Coastal Sea Area,Hsiao-Chun Tseng,"Hsiao-Chun Tseng, Chia-Chia Lin, Hui-Juan Pan, Yokie Tai Yuh Han, Gwo-Ching Gong",Frontiers Media SA,Front. Mar. Sci.,2022,2022-4-7,"Methane (CH4) is an important greenhouse gas, and its concentrations in aquatic areas are heavily influenced by anthropogenic activities, especially human-induced eutrophication, polluted river discharge and wastewater treatment plant (WWTP) effluents. Although coastal areas and estuaries contribute large amounts of global oceanic CH4 emissions, the relative contributions of different sources have not been well determined. The Tamsui River located in northern Taiwan is an urban river flowing through populated cities and thus likely carries large amounts of contaminants, such as nutrients and organic matter to the estuary. In this study, we characterized the spatial distribution and seasonal variations in CH4 in the Tamsui River estuary adjacent marine areas. The sea-to-air CH4 fluxes were also estimated to quantify the strength of the study area as an atmospheric CH4 source. Our results showed that CH4 concentrations in coastal sea areas were influenced by WWTP effluents, sediment and freshwater inputs. Thus, river discharge and nutrient levels as well as strong vertical mixing and disturbances might increase CH4 concentrations and emissions. The seasonal surface CH4 concentrations and sea-to-air CH4 fluxes were 13.7 ± 18.7 nM and 41.7 ± 68.0 μmol m-2 d-1 in autumn; 29.3 ± 19.8 nM and 61.3 ± 44.6 μmol m-2 d-1 in spring; 21.8 ± 13.9 nM and 37.0 ± 26.2 μmol m-2 d-1 in summer; and 27.0 ± 21.4 nM and 85.9 ± 75.4 μmol m-2 d-1 in winter.",https://doi.org/10.3389/fmars.2022.843549,國立臺灣海洋大學,龔國慶,False,True,False,False,False,True,False,False,False,True,False,False
